Roll No,student_name,gender,dob,class_teacher,maths,english,kiswahili,physics,chemistry,biology,geography,history,agriculture,computer,attendance (%),average,grade
4137,Thomas Smith,female,8/20/1999,Mr. Smith,26,42,45,37,48,14,93,27,4,18,80,31.23,D-
4138,Alexandra Marshall,male,5/18/1991,Mr. Smith,40,55,72,1,75,61,74,27,72,26,75,51.15,C
4139,Ashley Hernandez MD,female,04-12-03,Mr. Brown,48,57,44,59,52,59,91,3,61,10,25,52.15,C
4140,Ronald Castaneda,female,12-01-01,Mr. Smith,50,38,73,63,54,9,72,78,79,41,5,51.08,C
4141,James Lara,male,4/27/2007,Mr. Smith,33,89,40,23,53,50,24,47,65,96,85,52,C
4142,Melissa Hunter,male,06-04-01,Mr. Brown,67,26,19,55,96,50,47,59,80,55,35,46.77,C-
4143,Julie Collins,male,9/15/2004,Mrs. Davis,73,19,2,25,67,98,85,56,63,40,45,56.62,B-
4144,Linda Perez,male,06-02-91,Mrs. Davis,5,87,93,15,41,98,86,23,10,98,85,55.08,B-
4145,Randall Hines,female,09-09-10,Mr. Brown,24,49,92,32,78,98,4,89,53,97,60,54.85,C
4146,Jessica Freeman,female,02-10-96,Ms. Johnson,34,38,89,6,80,5,16,17,59,28,30,45.08,C-
4147,Julia Ramirez,male,10/29/2009,Mr. Smith,31,27,2,82,36,11,10,6,58,50,5,28.46,E
4148,Steven Kelly,male,4/29/2006,Mr. Brown,53,78,68,44,50,95,48,43,10,64,30,49.08,C-
4149,William Campbell,female,4/13/2002,Mrs. Davis,36,42,50,3,81,46,40,52,29,33,85,39.54,D
4150,Jessica Woodward,male,5/31/2001,Ms. Johnson,63,78,48,90,39,64,72,82,83,17,100,58,B-
4151,Dana Austin,male,11/17/1994,Mr. Smith,66,39,66,38,37,41,60,4,63,51,35,42.77,D+
4152,Tamara Martinez,female,08-02-02,Ms. Johnson,5,33,11,76,28,15,22,55,1,32,35,33.15,D-
4153,Lori Perez,male,8/18/2010,Mr. Smith,73,28,28,43,53,70,6,34,18,84,50,51.85,C
4154,Christopher Ballard,male,10/28/1990,Mr. Brown,0,15,93,73,39,30,21,14,62,19,50,38.54,D
4155,Laura Ramos,female,11-02-03,Mrs. Davis,43,94,24,40,90,24,40,67,53,59,35,53.38,C
4156,Erin Ferguson,female,9/28/1995,Ms. Johnson,59,33,68,12,100,2,48,34,29,10,30,34.92,D-
4157,Calvin Beltran,female,9/22/2001,Mrs. Davis,84,39,64,100,11,98,35,78,29,86,25,56.46,B-
4158,Rachel Hanson,female,7/23/1990,Mr. Brown,41,31,14,50,8,71,97,66,19,92,15,49.38,C-
4159,Kelly White,male,04-06-96,Mr. Smith,58,56,57,48,61,4,98,84,70,1,75,53.54,C
4160,Shannon Watkins,female,11-07-97,Mr. Smith,10,11,22,33,4,37,38,32,92,47,85,37.62,D
4161,Angela Miranda,female,5/13/2009,Ms. Johnson,41,35,88,43,79,75,92,24,51,98,35,66.15,B
4162,Michael Nolan,male,12-02-94,Ms. Johnson,34,48,82,24,53,59,69,24,52,49,0,42.23,D+
4163,Antonio Keller,female,8/30/1995,Mrs. Davis,33,93,36,7,39,98,54,37,44,81,60,49.38,C-
4164,Gloria Guerra,female,07-10-03,Mrs. Davis,17,40,55,63,31,75,23,73,34,89,65,42.62,D+
4165,Brianna Archer,female,4/24/1997,Mr. Brown,3,67,26,83,42,63,25,81,24,98,40,53.15,C
4166,Taylor Harris,male,8/29/2000,Ms. Johnson,63,99,100,39,40,52,8,66,58,100,15,64.77,B
4167,Brandon Wheeler,male,10/23/1994,Ms. Johnson,84,79,10,80,22,84,32,38,99,73,90,50.77,C
4168,Francisco West,female,06-09-08,Ms. Johnson,89,64,96,37,77,66,70,89,16,28,0,67.85,B
4169,Victoria Martin,female,11-02-07,Mrs. Davis,100,54,62,84,49,35,43,73,39,79,60,56.54,B-
4170,Catherine Wilkinson,female,10/24/2001,Mr. Brown,61,41,29,74,40,56,38,34,59,22,35,44.54,D+
4171,Gabriel Huang,female,7/19/2000,Mr. Smith,21,65,94,47,37,35,35,98,60,87,75,57.77,B-
4172,Michael Anderson,male,6/28/1995,Mr. Brown,70,46,100,76,79,65,76,40,43,45,70,62.92,B
4173,Willie Gonzalez,female,3/31/1997,Mrs. Davis,19,15,15,72,75,27,4,6,63,59,5,39.08,D
4174,Jennifer Martinez,female,9/21/2006,Mrs. Davis,4,58,31,6,43,65,99,60,77,80,20,49.08,C-
4175,Zachary Fisher,male,10-12-99,Ms. Johnson,26,27,85,94,80,48,9,21,82,37,20,55.31,B-
4176,Nancy Golden,female,11/21/2000,Ms. Johnson,96,23,37,50,91,48,7,26,59,41,20,50.69,C
4177,Rebecca Frank,female,10/26/1992,Mr. Smith,53,81,90,71,98,43,13,6,77,40,100,48.77,C-
4178,Jeremy Smith,male,12-07-98,Ms. Johnson,59,3,76,14,79,79,25,38,30,6,65,43.15,D+
4179,John Rodriguez,female,1/14/2009,Mr. Smith,67,79,26,59,66,5,53,31,99,92,0,51.77,C
4180,Melinda Melton,female,07-03-04,Mr. Smith,54,40,31,90,66,63,79,70,65,20,70,62.69,B
4181,Elizabeth Ramos,female,11-07-00,Mrs. Davis,65,63,44,28,41,37,34,51,79,23,10,48.85,C-
4182,Ian Sandoval DDS,female,04-05-05,Mr. Brown,59,99,30,95,3,71,97,86,99,24,15,64.85,B
4183,Jose Kelley,male,08-02-97,Mr. Smith,82,94,16,1,1,19,69,68,100,75,15,51.69,C
4184,Miguel Massey,female,11/25/2006,Mr. Smith,58,1,10,39,38,59,34,74,40,50,50,40.92,D+
4185,Roy White,male,01-11-09,Mr. Brown,80,65,50,63,80,92,51,9,79,12,55,57.69,B-
4186,Jesse Palmer,male,03-07-94,Mrs. Davis,6,30,54,5,72,73,43,26,35,42,85,40.23,D+
4187,Sarah Lopez,female,11/30/1999,Mrs. Davis,16,97,58,68,88,46,34,34,25,71,95,49.31,C-
4188,Andrea Davis,female,11/17/1999,Ms. Johnson,25,100,22,55,19,79,96,46,51,7,85,49,C-
4189,Stacey Cobb,female,10-01-02,Mr. Brown,15,61,90,76,67,22,90,38,78,52,100,60.23,B
4190,Emily Flores,male,12/30/2006,Ms. Johnson,38,27,46,53,67,59,43,87,10,2,95,44.38,D+
4191,Kristen Bailey,female,6/30/1993,Mr. Brown,62,60,61,0,32,60,97,33,76,87,25,55.31,B-
4192,Paige Montoya,female,2/23/1998,Mrs. Davis,80,98,69,43,22,97,77,72,6,94,15,70.92,B+
4193,Jodi Houston,male,12/25/2004,Mr. Smith,80,28,13,28,73,31,74,51,6,35,40,41.62,D+
4194,Maria Stuart,male,10/16/2002,Mr. Smith,14,89,79,37,20,28,22,38,32,12,55,40.69,D+
4195,Richard Kelley,female,9/25/2000,Mr. Smith,98,52,69,19,24,65,98,74,35,58,100,52.38,C
4196,Katherine Jones,male,8/31/1998,Ms. Johnson,2,57,46,100,88,44,42,72,86,24,95,55.15,B-
4197,Jose Shaw,male,7/20/2009,Mr. Brown,55,53,9,30,86,37,54,45,79,31,70,50.23,C
4198,James Martinez,male,07-06-02,Mrs. Davis,73,78,74,35,93,1,85,86,97,36,65,64.54,B
4199,Peter Griffin,male,2/26/2005,Ms. Johnson,17,44,31,55,39,50,39,75,60,42,10,49.46,C-
4200,April Odonnell,female,1/13/2005,Mrs. Davis,6,23,51,39,99,49,40,88,58,51,0,54.08,C
4201,Andrew Robinson,male,07-11-98,Mr. Brown,58,32,48,19,55,97,88,14,90,10,5,56.38,B-
4202,Eric Campbell,male,6/18/1996,Mrs. Davis,38,37,8,5,98,80,51,16,10,0,35,46.31,C-
4203,Benjamin Todd,male,4/19/1990,Mr. Brown,63,57,88,66,8,57,58,23,33,29,30,54.31,C
4204,Gabriel Martin,male,2/15/1992,Ms. Johnson,86,2,24,51,38,71,88,33,89,100,30,51.92,C
4205,Dr. Jacob Taylor II,female,04-03-99,Mr. Brown,5,71,27,81,28,19,30,30,34,13,20,39,D
4206,Johnathan Kramer,male,08-06-00,Ms. Johnson,34,81,34,6,9,43,20,93,77,52,0,47.15,C-
4207,David Wyatt,male,10-11-92,Mr. Brown,2,33,5,69,60,17,85,74,43,3,75,44.85,D+
4208,Michael Holland,female,07-09-03,Ms. Johnson,1,23,59,97,17,14,79,39,76,96,65,51.77,C
4209,Mrs. Nicole Washington PhD,female,10-02-91,Mr. Brown,100,14,9,83,16,20,2,73,91,1,95,40.69,D+
4210,John Edwards,female,12/15/1997,Ms. Johnson,34,97,88,38,29,97,96,58,90,12,30,52.85,C
4211,Gabriel Robbins,male,5/18/1998,Mrs. Davis,7,1,79,66,30,86,85,4,48,99,25,52.69,C
4212,Maurice Perez,male,6/29/2001,Ms. Johnson,7,34,46,25,100,63,84,71,5,76,95,48.15,C-
4213,Nathaniel Ross,female,6/25/1993,Mr. Brown,31,84,69,18,2,70,39,31,68,73,75,44.62,D+
4214,David Shaw,female,10-06-96,Mr. Brown,79,56,91,22,20,43,73,81,62,33,20,56.38,B-
4215,Julie Lopez,male,01-06-01,Mrs. Davis,16,8,20,56,20,95,80,54,80,59,15,45.08,C-
4216,Matthew Wallace,female,11/24/1996,Mr. Smith,35,58,41,86,60,43,1,2,6,74,15,41.62,D+
4217,Christina Williams,male,08-03-01,Mr. Smith,89,50,73,88,73,47,32,10,82,34,60,53.15,C
4218,Joel Jones,female,07-08-04,Mr. Smith,30,52,70,49,63,53,34,50,31,53,70,56.62,B-
4219,Dana Heath,female,03-05-08,Mr. Smith,61,33,36,46,3,96,82,23,80,27,80,43.31,D+
4220,Travis Cortez,male,11-09-93,Mr. Brown,49,36,90,10,23,44,46,45,7,21,0,49.85,C-
4221,Steven Moreno,male,1/30/2000,Mrs. Davis,10,38,27,56,37,100,27,35,78,63,90,47.69,C-
4222,Terry Arias,female,12/19/1991,Mr. Brown,98,72,84,84,96,96,88,66,40,35,60,66,B
4223,Natasha Hudson,male,6/19/2000,Mr. Brown,97,6,7,30,12,93,13,19,100,88,100,51,C
4224,Robert Jackson,male,05-12-96,Mrs. Davis,54,64,37,29,95,32,64,40,8,28,100,44.85,D+
4225,Deborah Gibson,female,11/14/1998,Mrs. Davis,11,90,36,37,83,74,90,14,25,97,45,60.69,B
4226,Michael Lee,female,4/26/1997,Mrs. Davis,53,66,95,15,51,29,96,21,54,88,0,58.46,B-
4227,Yolanda Ellison,male,1/30/1990,Mr. Smith,21,26,50,68,4,66,64,10,45,89,90,43.85,D+
4228,Carl Miller,male,7/21/1994,Mr. Brown,65,6,18,14,33,9,92,90,92,49,40,43.69,D+
4229,Luis Perez,male,2/14/1997,Ms. Johnson,43,70,65,85,17,52,97,80,48,82,30,57.23,B-
4230,Troy Nolan,male,10/17/2000,Mrs. Davis,88,83,43,11,25,62,80,9,23,19,35,51.38,C
4231,Christine Hicks,female,12/28/2006,Mrs. Davis,8,14,5,44,14,78,61,21,40,18,50,28.31,E
4232,Colleen Morris,female,11/25/1992,Ms. Johnson,69,43,85,80,85,61,88,47,15,83,40,62,B
4233,Cheyenne Davis,female,3/14/1996,Mrs. Davis,56,88,84,56,3,62,100,20,67,17,0,51.15,C
4234,Albert Powell,female,8/29/2008,Ms. Johnson,93,11,79,48,3,98,76,50,11,4,20,46.23,C-
4235,Cassandra Burns,female,09-06-03,Mr. Smith,79,9,64,69,50,87,87,41,50,45,75,65.62,B
4236,Edward Moore,female,12/26/2005,Mrs. Davis,93,99,34,18,50,65,50,36,53,7,85,51.38,C
4237,Michael King,female,07-07-05,Mrs. Davis,79,90,25,4,44,3,60,75,27,67,40,43.62,D+
4238,Misty Arnold,male,02-07-04,Mr. Brown,28,77,51,5,41,27,93,0,74,30,80,43.69,D+
4239,Andrew Perez,female,03-05-10,Mr. Smith,51,7,50,92,25,13,12,14,88,48,25,46.85,C-
4240,Ashley Cannon,male,10-06-94,Mr. Smith,28,97,80,46,13,42,74,70,55,38,100,57.15,B-
4241,Karen Curtis,male,03-04-92,Mr. Brown,88,95,46,7,63,91,81,53,74,91,60,66.85,B
4242,Casey Olson,female,12-10-08,Mr. Smith,65,58,93,9,78,63,12,35,17,53,15,50.15,C
4243,Mary Blackwell,male,3/26/2010,Mrs. Davis,8,82,74,29,69,99,84,43,43,20,25,48.77,C-
4244,Anthony Bailey,female,12-08-95,Mrs. Davis,95,35,84,20,92,32,22,91,17,12,95,49.15,C-
4245,Rebecca Thomas,male,07-10-06,Ms. Johnson,98,97,66,100,32,53,53,6,92,1,85,50.08,C
4246,Sean Rodgers,female,1/18/2010,Mr. Brown,73,27,39,67,2,64,13,55,76,81,0,51.46,C
4247,Anthony Davis,female,09-06-09,Mr. Smith,63,99,2,72,59,87,94,62,18,9,85,61.23,B
4248,Rebecca Robles,male,09-01-96,Ms. Johnson,29,81,77,51,93,52,39,66,86,65,35,57.92,B-
4249,Meredith Mcgrath,female,01-10-05,Mr. Smith,1,44,48,81,12,42,96,70,28,46,10,50.38,C
4250,Michael Lee,female,12-06-03,Mrs. Davis,38,49,26,87,87,90,93,77,74,31,95,67.23,B
4251,Robert Weaver,female,01-08-08,Mr. Smith,83,61,76,97,4,17,71,76,88,68,60,55.85,B-
4252,Scott Vaughn,female,4/16/1993,Mr. Brown,49,35,39,67,11,65,28,78,19,33,0,42,D+
4253,Ashley Navarro,female,09-03-94,Mrs. Davis,9,57,12,12,85,4,57,70,27,63,100,43.69,D+
4254,Alicia Johnson,female,08-09-07,Mr. Brown,100,22,55,9,93,96,31,5,8,64,40,49.46,C-
4255,Daniel Johnson,female,10/14/2007,Mr. Smith,10,87,78,14,5,51,89,53,97,61,50,47.77,C-
4256,Richard Hensley,female,10/25/1999,Mr. Brown,48,90,87,15,98,85,89,24,87,43,65,61.62,B
4257,Sean Barnes,male,2/28/2010,Mr. Smith,36,84,57,11,4,86,77,34,98,29,0,52.69,C
4258,Carrie Arias,female,09-09-99,Ms. Johnson,10,39,50,51,1,29,89,75,33,21,95,35.23,D
4259,Billy Haas,female,07-12-93,Mr. Brown,13,87,99,24,60,84,36,58,12,67,35,59.15,B-
4260,Victoria Nelson,male,12/28/1993,Mrs. Davis,97,95,28,15,43,30,56,87,94,40,80,51.08,C
4261,Mitchell Hall,female,10/23/2009,Ms. Johnson,54,73,67,36,75,58,82,55,10,50,85,53,C
4262,David Gould,female,3/23/1994,Mrs. Davis,82,14,54,98,3,79,22,49,48,60,100,48.23,C-
4263,Dennis Rios,male,1/29/1998,Ms. Johnson,2,77,75,67,89,21,34,50,83,58,55,55.62,B-
4264,James Jenkins,female,7/17/2000,Mr. Brown,92,69,34,66,62,27,37,90,1,89,5,56.92,B-
4265,Benjamin Moore,male,1/17/2005,Mr. Smith,25,72,15,27,53,51,68,77,56,66,60,52.15,C
4266,Victoria Martinez,male,11/18/1993,Mrs. Davis,49,7,1,76,65,4,38,11,90,17,75,36.85,D
4267,Emily Oconnor,male,10/28/2001,Mrs. Davis,90,9,43,61,36,20,10,92,3,72,25,41.77,D+
4268,Casey Allen,female,11-01-92,Mrs. Davis,40,71,48,72,69,19,32,67,14,35,70,45.77,C-
4269,Scott Cochran,female,10/21/2007,Mr. Brown,3,73,88,89,33,5,39,83,9,11,70,46.23,C-
4270,Lisa Lopez,female,03-05-06,Mr. Smith,52,91,56,62,87,46,18,81,73,41,0,58.38,B-
4271,Leslie Stevens,male,6/20/1997,Mr. Brown,22,91,39,37,56,90,13,1,93,33,60,50.23,C
4272,Christine Jackson,male,2/18/1994,Mr. Brown,49,18,24,21,97,32,24,79,1,92,50,41.77,D+
4273,Brenda Lee,female,3/20/2005,Mrs. Davis,6,27,87,79,73,20,35,75,47,40,10,47.31,C-
4274,Gail Anderson,male,6/30/1994,Mr. Smith,76,28,71,73,4,93,4,91,74,20,50,49.23,C-
4275,Martin Meyer,female,03-10-06,Mrs. Davis,65,14,0,34,23,54,97,62,89,93,70,52,C
4276,Phillip Pruitt,male,01-10-01,Mr. Brown,34,22,14,67,59,50,46,99,13,60,100,45.69,C-
4277,Adam Cox,male,04-12-95,Mr. Smith,15,52,14,62,71,76,84,62,38,56,25,52.15,C
4278,Robert Velez,female,06-07-90,Mr. Smith,84,30,87,49,49,77,32,14,17,36,80,44.38,D+
4279,Suzanne Lowe,female,11/16/2000,Mr. Smith,55,13,87,18,77,38,52,48,74,35,40,55.46,B-
4280,Michael Alvarez,female,03-11-04,Ms. Johnson,40,43,34,80,37,31,34,6,44,66,30,41.85,D+
4281,Olivia Rodriguez,male,12-12-08,Mrs. Davis,75,60,9,10,31,78,36,28,98,0,10,49.15,C-
4282,Mr. Eric Elliott,male,4/21/2009,Ms. Johnson,92,45,97,18,82,87,98,74,18,0,30,64.92,B
4283,Marcus Nelson,female,8/14/1992,Mr. Brown,58,1,99,15,6,1,57,81,4,18,20,40.92,D+
4284,Troy Smith,male,6/19/1997,Ms. Johnson,65,61,35,92,96,88,54,85,14,78,40,57.15,B-
4285,Timothy Sanchez,male,1/22/2003,Mr. Brown,38,75,87,48,77,58,15,33,75,66,50,51.54,C
4286,Cathy Kidd,male,2/17/1990,Mrs. Davis,48,6,76,74,90,95,66,75,34,83,10,56.77,B-
4287,Danny Cline,male,2/17/2010,Mr. Smith,92,28,66,6,10,23,28,2,53,50,50,36.77,D
4288,Joel Mitchell,male,8/21/1990,Mrs. Davis,40,1,96,93,59,51,67,81,59,43,10,56.08,B-
4289,Vanessa Andrews,male,1/21/2009,Mrs. Davis,75,57,25,57,49,49,96,23,87,25,55,53.85,C
4290,Linda Smith,male,11/13/1996,Mrs. Davis,62,73,48,47,30,87,91,31,82,92,40,58.31,B-
4291,Catherine Reynolds,female,3/22/2008,Ms. Johnson,46,92,46,88,60,10,38,99,30,20,15,51.31,C
4292,Amy Hill,female,1/23/1994,Mr. Brown,57,29,84,75,53,6,99,90,91,45,100,56.54,B-
4293,Tammie Bean,female,09-12-05,Mr. Brown,100,34,4,52,63,21,72,79,36,82,55,50.46,C
4294,Erica Mckenzie,male,10-01-96,Ms. Johnson,85,100,30,15,57,79,0,92,49,35,15,49.15,C-
4295,James Roman,female,05-04-93,Ms. Johnson,84,53,51,67,35,7,26,58,58,77,40,51.23,C
4296,Joshua Frederick,male,6/22/2000,Mr. Smith,35,42,35,75,91,88,56,4,15,37,85,40.08,D+
4297,Judy Hall,female,4/20/2008,Mrs. Davis,46,10,2,62,0,14,89,65,70,92,20,45.23,C-
4298,Caitlin Scott DVM,male,6/21/2008,Mr. Brown,85,40,30,79,98,86,21,46,43,14,35,51.54,C
4299,Jennifer Key,female,10-11-10,Mrs. Davis,90,72,97,11,91,27,42,15,93,56,25,54.54,C
4300,Makayla Bell,female,3/24/1992,Mr. Brown,2,4,84,63,15,47,28,64,91,3,100,44.08,D+
4301,Robert Cortez,male,8/23/2006,Mr. Brown,10,66,49,95,48,29,37,46,11,56,80,40.38,D+
4302,Troy Murray,female,5/30/1992,Mr. Smith,10,21,71,71,41,58,39,31,38,84,50,50.08,C
4303,John Dillon,male,2/20/2003,Mr. Smith,97,97,85,49,78,68,42,16,66,9,0,58.31,B-
4304,Stephen Pollard,female,04-02-03,Mr. Brown,89,72,82,79,2,38,43,92,3,82,30,59.92,B-
4305,Donald Cochran,male,6/28/1992,Mrs. Davis,97,77,20,5,23,66,59,93,54,65,0,57.85,B-
4306,Donna Townsend,female,4/13/2005,Mrs. Davis,11,94,26,84,69,42,89,70,77,73,30,52.38,C
4307,Robin Thompson,male,04-12-10,Mrs. Davis,31,11,23,67,29,94,44,86,55,49,70,48.69,C-
4308,Scott Trujillo,female,10-01-01,Ms. Johnson,9,50,74,80,16,37,50,73,28,83,35,55.38,B-
4309,John Mitchell,female,9/23/2005,Mr. Smith,28,39,10,99,66,3,60,29,37,48,85,43.92,D+
4310,Courtney Chavez,female,12/31/2008,Mr. Brown,16,27,51,84,80,56,28,68,88,62,30,62.15,B
4311,Christopher Miller,female,11/29/1999,Mr. Brown,95,93,88,52,81,86,26,40,20,74,90,66.92,B
4312,Mark Alvarez,male,12/30/2003,Mrs. Davis,7,30,81,4,78,22,21,92,41,87,50,49.85,C-
4313,Ashley Price,female,1/13/1998,Mrs. Davis,17,28,51,46,67,41,43,94,16,93,60,50.31,C
4314,Jeffrey Hill,female,7/30/1990,Mrs. Davis,73,84,63,87,80,14,73,11,95,47,20,63.08,B
4315,Donald Orozco,male,08-06-02,Mr. Smith,4,87,43,21,12,56,71,35,84,8,65,45.31,C-
4316,Melissa Alvarado,male,03-02-95,Mrs. Davis,44,1,93,34,18,51,79,9,35,56,10,43.46,D+
4317,Kendra Harrison,male,10-08-06,Mrs. Davis,11,48,50,1,75,88,87,88,69,8,95,49.69,C-
4318,Richard Williams,male,10-09-90,Mr. Brown,53,93,58,74,58,37,62,70,25,91,90,58.15,B-
4319,Michael Mclaughlin,female,8/31/2008,Mr. Smith,10,0,40,73,66,31,69,36,56,39,0,39.62,D
4320,Erica Burton,female,08-09-00,Mrs. Davis,65,60,52,47,11,87,43,78,14,13,0,48.31,C-
4321,Meghan Burgess,female,02-06-07,Mr. Smith,14,45,76,9,2,89,48,80,1,62,50,43.46,D+
4322,Katherine Guerrero,male,10-10-93,Ms. Johnson,58,29,24,81,67,38,6,91,88,9,0,50.23,C
4323,Colleen Collins DDS,male,2/21/1998,Mrs. Davis,82,29,90,100,27,93,87,48,95,40,95,66.31,B
4324,Wesley Jones,male,7/25/2005,Mr. Brown,8,23,92,6,15,4,93,52,28,10,90,36.54,D
4325,Kimberly Winters,female,07-10-98,Ms. Johnson,40,55,10,17,86,54,52,74,16,26,20,42,D+
4326,Brittany Mccullough,male,3/26/1994,Ms. Johnson,32,75,13,92,38,80,99,16,87,80,5,60.15,B
4327,Eric Whitaker MD,male,6/21/2006,Mr. Smith,10,57,65,38,69,55,89,57,41,78,5,49.62,C-
4328,Derrick Robinson,female,03-09-04,Mrs. Davis,25,8,7,9,70,26,68,52,89,21,5,39.77,D
4329,Monica Parker,male,12-08-09,Mrs. Davis,76,51,6,60,95,6,2,30,32,74,15,45.69,C-
4330,Paul Irwin,female,06-10-94,Mr. Brown,6,2,82,98,93,98,28,87,42,13,50,55.46,B-
4331,Brian Ballard,male,1/13/1994,Mr. Brown,50,90,39,55,86,52,15,98,15,53,40,57.15,B-
4332,Tyler Lutz,male,07-03-91,Mrs. Davis,52,59,92,56,67,58,15,95,89,41,100,56.31,B-
4333,Linda Sims,male,06-06-07,Mr. Smith,87,19,3,95,27,20,84,12,19,4,10,46,C-
4334,Kimberly Castro,female,12-08-09,Mr. Smith,94,6,83,63,38,17,25,36,82,38,65,56.38,B-
4335,Megan Hall,female,12-07-06,Mr. Brown,22,90,98,74,5,33,2,76,55,32,100,45.46,C-
4336,Tyler Webb,female,02-12-04,Mr. Smith,0,62,39,57,41,18,48,89,34,23,65,41.08,D+
4337,Justin Smith Jr.,male,8/19/1996,Mr. Brown,23,83,95,38,5,59,1,52,39,81,55,42.69,D+
4338,John Cooper,male,9/23/2003,Ms. Johnson,3,93,7,86,6,89,51,28,81,25,70,50.46,C
4339,Thomas Allen,female,7/25/2006,Ms. Johnson,31,81,94,60,41,5,46,89,53,76,60,53.54,C
4340,Jeffrey Robertson,female,4/28/2005,Ms. Johnson,37,62,60,71,33,28,71,85,38,90,95,51.85,C
4341,Allen Oconnor,male,6/22/1996,Mrs. Davis,5,18,43,64,14,38,24,73,55,85,20,41.31,D+
4342,Tammie Fernandez MD,male,02-11-05,Mrs. Davis,97,20,15,22,61,42,59,51,42,41,80,43.69,D+
4343,John Elliott,male,5/20/1998,Mr. Brown,83,80,26,13,46,78,13,49,35,26,70,51.23,C
4344,Phillip Harris,female,03-06-07,Mrs. Davis,78,70,67,99,5,59,68,41,18,62,55,55.08,B-
4345,Jay Nelson,male,06-12-99,Mrs. Davis,62,17,47,64,56,62,17,99,45,0,75,45.92,C-
4346,Kaitlyn Miller,male,08-11-98,Mr. Brown,30,43,84,47,64,22,86,76,46,50,55,56.15,B-
4347,Donald Lopez,female,03-11-09,Mr. Smith,12,34,59,91,37,50,37,50,66,96,45,57.69,B-
4348,Karen Roth,male,12-10-09,Mrs. Davis,44,53,10,37,19,20,31,30,48,89,50,42.85,D+
4349,Jeremy Cooper,male,12/31/1997,Ms. Johnson,62,0,38,22,34,100,33,72,46,6,80,41.08,D+
4350,Randall Herman,female,12-03-05,Mrs. Davis,52,34,5,94,31,3,71,39,39,47,55,39.08,D
4351,Rhonda Williams,female,05-04-94,Mr. Brown,29,34,87,50,83,49,69,54,54,39,20,60.23,B
4352,Lisa Lee,female,10/19/2007,Mr. Smith,27,96,26,31,30,41,10,67,33,50,80,45.38,C-
4353,Charles Taylor,female,02-08-09,Mr. Brown,37,21,95,1,62,42,2,51,13,1,55,33.15,D-
4354,Thomas Williams,female,09-06-10,Mr. Smith,22,59,20,60,90,63,81,62,10,11,35,49,C-
4355,Christine Dyer,male,10/31/2010,Mr. Smith,97,43,0,1,36,54,3,16,28,15,25,36.38,D
4356,Christopher Miller,male,8/30/1992,Mr. Brown,80,0,67,5,67,28,17,40,37,20,20,37.23,D
4357,Maria Baker,female,09-03-03,Mr. Brown,57,8,97,97,40,6,82,21,2,87,95,53.54,C
4358,Jonathan Freeman,female,04-12-05,Ms. Johnson,16,71,99,43,84,37,76,23,60,87,60,58.77,B-
4359,Dr. Diane Hernandez MD,male,4/15/2006,Mr. Smith,49,100,5,98,88,44,75,49,40,6,25,58.69,B-
4360,Richard Robertson,female,1/27/1999,Mr. Smith,82,83,53,34,70,31,21,29,25,49,65,46.85,C-
4361,Robert Simmons,male,8/13/2009,Mr. Brown,34,43,87,18,67,66,96,24,88,67,0,58.54,B-
4362,Michelle Acevedo,male,10/30/2005,Mr. Smith,42,31,98,8,20,51,4,75,16,83,80,43.46,D+
4363,John Mahoney,female,02-05-05,Mr. Smith,77,13,84,7,91,90,33,67,58,5,25,49.77,C-
4364,David Conway,male,12/25/2005,Mr. Smith,65,6,93,96,76,59,9,8,17,87,80,52.77,C
4365,Jennifer Baker,male,3/22/1996,Mr. Brown,89,82,79,42,33,70,18,63,32,86,40,59.54,B-
4366,Lisa Leon,male,08-09-93,Mr. Brown,29,23,10,82,29,36,40,66,29,95,100,43.69,D+
4367,Sandra Anderson,female,11-04-01,Mr. Brown,64,39,21,88,90,83,30,66,73,22,70,54.69,C
4368,Vanessa Moses,female,05-07-99,Mr. Brown,15,69,29,65,59,34,12,78,78,6,70,44.92,D+
4369,Michael Vega MD,male,3/15/1994,Mr. Smith,96,66,19,51,88,48,61,88,54,41,40,63.15,B
4370,Stephanie Pacheco,female,6/18/1998,Ms. Johnson,55,96,86,37,62,76,47,70,89,34,35,58.46,B-
4371,Zachary Lopez,female,5/21/2001,Mr. Smith,50,100,18,98,33,80,39,39,82,44,20,61.46,B
4372,Robert Jones,male,11/17/2001,Mr. Smith,4,34,78,39,81,12,25,70,56,17,95,45.38,C-
4373,Bob Adams,male,07-02-98,Mr. Smith,42,83,90,21,13,10,15,39,85,62,45,48.62,C-
4374,Christopher Whitney,male,12-08-94,Mrs. Davis,57,30,81,46,53,98,34,19,71,100,95,60.38,B
4375,Tyler Ritter,female,5/15/2003,Mrs. Davis,31,83,10,13,7,39,53,47,20,12,25,37.46,D
4376,Benjamin Parker,female,2/28/2006,Mrs. Davis,27,61,83,2,46,63,18,80,15,32,0,42.62,D+
4377,Juan Gallegos,female,9/21/1992,Mr. Smith,3,16,90,73,85,18,66,37,51,59,45,46.69,C-
4378,James Lewis,female,6/20/2004,Mrs. Davis,22,21,92,58,47,35,11,86,92,14,10,53.92,C
4379,Robert Simpson,female,03-02-08,Ms. Johnson,90,16,10,47,18,16,68,82,41,100,20,49.54,C-
4380,Isabella Stewart,female,7/30/2001,Mr. Smith,44,10,73,28,22,17,35,44,9,28,0,27.46,E
